AU,Average,Variance,Std Dev
AU01_R,0.16398335582546109,0.053791035943381575,0.23192894589374044
AU02_R,0.1458839406207827,0.12791245806824753,0.3576485119055405
AU04_R,1.8260143949617635,0.3244988470368329,0.5696480027497971
AU05_R,0.0898110661268556,0.04647227025771576,0.21557428013962093
AU06_R,0.30710751237067024,0.14575941566008702,0.38178451469393965
AU07_R,1.5452654071075125,0.595159018407112,0.7714655004646106
AU09_R,0.10446243814664868,0.06550471658654004,0.2559388922898199
AU10_R,0.13349077822762034,0.1250366306236012,0.35360519032333393
AU12_R,0.06827260458839407,0.022933843330312457,0.15143923973103027
AU14_R,0.0427237966711651,0.025695953840790143,0.16029957529822136
AU15_R,0.4880881691408007,0.5740749042604493,0.7576773087934264
AU17_R,0.7656657669815565,0.5512035049110764,0.7424308081640176
AU20_R,0.3505173189383715,0.4147342205098857,0.6439986184068144
AU23_R,0.20263157894736844,0.15046371440412054,0.38789652538289193
AU25_R,0.6158412055780477,0.3688300571183663,0.6073138044852647
AU26_R,1.145429599640126,1.1508940223767574,1.0727972885763448
AU45_R,0.1893612235717499,0.08239126791337319,0.28703879165257995
AU01_R,0.13384704904405653,0.03212616882027279,0.17923774384953853
AU02_R,0.07842061512884456,0.02117622145722049,0.1455205190247083
AU04_R,2.1378370739817125,0.1498806718211676,0.3871442519541877
AU05_R,0.0708129675810474,0.028686053307038356,0.1693695760962941
AU06_R,0.29997173732335825,0.09658401981964498,0.31077969660137866
AU07_R,1.9123790523690776,0.3261241196808445,0.5710727796707216
AU09_R,0.07797173732335827,0.01908038829320668,0.13813177872309718
AU10_R,0.03668495428096425,0.013878965412098843,0.11780902092836033
AU12_R,0.019273482959268496,0.006247942321338877,0.07904392653037219
AU14_R,0.006563591022443891,0.0019809227513192407,0.04450755836168999
AU15_R,0.4120182876142976,0.39874713967215875,0.6314642821824198
AU17_R,0.6014314214463842,0.305308542644055,0.552547321633229
AU20_R,0.3020648379052369,0.28290518036468526,0.5318883156873117
AU23_R,0.16350124688279302,0.0829489297872711,0.2880085585312893
AU25_R,0.7204073150457191,0.5460983541865877,0.7389846779105692
AU26_R,1.1865536159600998,1.050222656544538,1.0248037161059371
AU45_R,0.1804954280964256,0.07032589351916738,0.2651902968043276
AU01_R,0.13275232641374374,0.033600263018216364,0.18330374523783294
AU02_R,0.07614531138153185,0.019469812031356643,0.13953426830480262
